[Q14341, instrument, Q128309]
[Q33, head of government, Q503143]
[Q829, head of government, Q881188]
[Q829, head of government, Q881188]
[Q408, head of government, Q348577]
[Q833, head of government, Q57675]
[Q41621, head of government, Q1371549]
[Q408, head of government, Q23342]
[Q833, head of government, Q57675]
[Q289693, head of government, Q754778]
[Q836, head of government, Q36740]
[Q1989, head of government, Q1386411]
[Q16551, head of government, Q881146]
[Q1393, head of government, Q513243]
[Q232, head of government, Q209639]
[Q24639, head of government, Q1391375]
[Q715614, head of government, Q47904]
[Q33, head of government, Q503143]
[Q794, head of government, Q57336]
[Q230, head of government, Q57794]
[Q2006168, head of government, Q57815]
[Q794, head of government, Q348144]
[Q408, head of government, Q314016]
[Q715614, head of government, Q47904]
[Q230, head of government, Q57794]
[Q1505, head of government, Q2475703]
[Q2750328, head of government, Q56220]
[Q15772498, head of government, Q47563]
[Q16551, head of government, Q881146]
[Q20882467, head of government, Q20855548]
[Q408, head of government, Q23342]
[Q189, head of government, Q463588]
[Q32, head of government, Q57661]
[Q2006168, head of government, Q57815]
[Q334, head of government, Q57643]
[Q408, head of government, Q269372]
[Q189, head of government, Q463588]
[Q334, head of government, Q57643]
[Q27998924, head of government, Q1071031]
[Q1204, head of government, Q15972549]
[Q1204, head of government, Q15972549]
[Q60, head of government, Q2544704]
[Q794, head of government, Q57336]
[Q833, head of government, Q57675]
[Q15180, head of government, Q35314]
[Q20882467, head of government, Q20855548]
[Q794, head of government, Q348144]
[Q980, head of government, Q44612]
[Q408, head of government, Q23342]
[Q230, head of government, Q57794]
[Q27998924, head of government, Q1071031]
[Q32, head of government, Q57661]
[Q1166, head of government, Q887111]
[Q408, head of government, Q152666]
[Q794, head of government, Q348144]
[Q408, head of government, Q41563]
[Q1989, head of government, Q1386411]
[Q41304, head of government, Q103955]
[Q408, head of government, Q152666]
[Q1408, head of government, Q260042]
[Q60, head of government, Q607]
[Q980, head of government, Q44612]
[Q408, head of government, Q152666]
[Q60, head of government, Q607]
[Q115, head of government, Q161184]
[Q1505, head of government, Q2475703]
[Q33, head of government, Q503143]
[Q15772498, head of government, Q47563]
[Q408, head of government, Q43135]
[Q408, head of government, Q23342]
[Q15180, head of government, Q35314]
[Q1204, head of government, Q15972549]
[Q2750328, head of government, Q56220]
[Q408, head of government, Q269372]
[Q41304, head of government, Q103955]
[Q1166, head of government, Q887111]
[Q2006168, head of government, Q57815]
[Q20882467, head of government, Q20855548]
[Q408, head of government, Q314016]
[Q408, head of government, Q348577]
[Q408, head of government, Q23342]
[Q408, head of government, Q23342]
[Q829, head of government, Q881188]
[Q1408, head of government, Q260042]
[Q1393, head of government, Q513243]
[Q980, head of government, Q44612]
[Q836, head of government, Q36740]
[Q833, head of government, Q57675]
[Q16551, head of government, Q881146]
[Q794, head of government, Q57336]
[Q41304, head of government, Q103955]
[Q408, head of government, Q152666]
[Q272090, sport, Q8418]
[Q272090, sport, Q8418]
[Q3348077, sport, Q11420]
[Q53554, sport, Q847]
[Q17099664, sport, Q183018]
[Q53554, sport, Q847]
[Q21019690, sport, Q7291]
[Q1202096, sport, Q847]
[Q21019690, sport, Q7291]
[Q53554, sport, Q847]
[Q53554, sport, Q847]
[Q53554, sport, Q847]
[Q17099664, sport, Q183018]
[Q44459, sport, Q5369]
[Q44459, sport, Q5369]
[Q940670, sport, Q5372]
[Q17099664, sport, Q183018]
[Q1202096, sport, Q847]
[Q17099664, sport, Q183018]
[Q53554, sport, Q847]
[Q3503398, sport, Q11420]
[Q6512419, director, Q1738629]
[Q7785202, director, Q127800]
[Q7699307, director, Q460221]
[Q840607, director, Q3337800]
[Q20991112, director, Q60669]
[Q4046676, director, Q6141499]
[Q5265110, director, Q7340496]
[Q2895011, director, Q921754]
[Q607962, director, Q2748620]
[Q7127651, director, Q13035148]
[Q5172405, director, Q2745262]
[Q2973316, director, Q2907572]
[Q860840, director, Q5290622]
[Q3311758, director, Q3103980]
[Q4820167, director, Q463617]
[Q4040405, director, Q3181768]
[Q7237352, director, Q4717134]
[Q7354675, director, Q1929297]
[Q3940640, director, Q1010436]
[Q5017095, director, Q7291535]
[Q5172405, director, Q2745262]
[Q7637287, director, Q1986502]
[Q7785202, director, Q127800]
[Q7785202, director, Q127800]
[Q15427158, director, Q1279660]
[Q20991112, director, Q60669]
[Q7785202, director, Q127800]
[Q7321095, director, Q1590541]
[Q7354675, director, Q1929297]
[Q2459783, director, Q2499079]
[Q5347019, director, Q6289570]
[Q3311758, director, Q3103980]
[Q7137994, director, Q16732552]
[Q7005601, director, Q2031292]
[Q7785202, director, Q127800]
[Q7354675, director, Q1929297]
[Q4046676, director, Q6141499]
[Q5175203, director, Q5246221]
[Q2661832, director, Q651834]
[Q4956350, director, Q1689552]
[Q7785202, director, Q127800]
[Q7156305, director, Q2031292]
[Q28452162, director, Q3073488]
[Q3940640, director, Q1010436]
[Q5111418, director, Q7291535]
[Q2895011, director, Q921754]
[Q7005601, director, Q2031292]
[Q5695024, director, Q1986502]
[Q5265110, director, Q7340496]
[Q262803, director, Q456710]
[Q6139517, director, Q1754329]
[Q7354675, director, Q1929297]
[Q19954610, performer, Q207938]
[Q5447457, performer, Q254576]
[Q2281058, performer, Q648563]
[Q1607791, performer, Q958385]
[Q1607791, performer, Q958385]
[Q3489435, performer, Q3008]
[Q41796329, performer, Q214223]
[Q640896, performer, Q313789]
[Q2839727, performer, Q201994]
[Q7497450, performer, Q705522]
[Q3489435, performer, Q3008]
[Q596978, performer, Q43203]
[Q3287570, performer, Q7346]
[Q960181, performer, Q204590]
[Q596978, performer, Q43203]
[Q7497450, performer, Q705522]
[Q14916064, performer, Q235491]
[Q1607791, performer, Q958385]
[Q2839727, performer, Q201994]
[Q3475179, performer, Q212533]
[Q24037133, performer, Q3018603]
[Q14916064, performer, Q235491]
[Q3475179, performer, Q212533]
[Q1607791, performer, Q958385]
[Q1607791, performer, Q958385]
[Q24514717, performer, Q6935540]
[Q3489435, performer, Q3008]
[Q7497450, performer, Q705522]
[Q7497450, performer, Q705522]
[Q3287570, performer, Q7346]
[Q960181, performer, Q204590]
[Q5053082, performer, Q444806]
[Q596978, performer, Q43203]
[Q1607791, performer, Q958385]
[Q1607791, performer, Q958385]
[Q2839727, performer, Q201994]
[Q1607791, performer, Q958385]
[Q7982624, performer, Q207873]
[Q1607791, performer, Q958385]
[Q3287570, performer, Q7346]
[Q7100830, performer, Q133405]
[Q5179535, performer, Q1189986]
[Q7983536, performer, Q2165590]
[Q384686, performer, Q563]
[Q3489435, performer, Q3008]
[Q14916064, performer, Q235491]
[Q3475179, performer, Q212533]
[Q2281058, performer, Q648563]
[Q5053082, performer, Q444806]
[Q5447457, performer, Q254576]
[Q2839727, performer, Q201994]
[Q2281058, performer, Q648563]
[Q640896, performer, Q313789]
[Q7100830, performer, Q133405]
[Q41796329, performer, Q214223]
[Q3489435, performer, Q3008]
[Q596978, performer, Q43203]
[Q3489435, performer, Q3008]
[Q6819675, performer, Q525065]
[Q5030517, performer, Q359552]
[Q6125168, platform, Q183259]
[Q14563775, platform, Q27076301]
[Q2323709, platform, Q172742]
[Q1137949, platform, Q1406]
[Q2736286, platform, Q10680]
[Q1471545, platform, Q5014725]
[Q6410942, platform, Q10680]
[Q842146, platform, Q1406]
[Q3519194, platform, Q184839]
[Q3154085, platform, Q1406]
[Q1920147, platform, Q100047]
[Q4051399, platform, Q1406]
[Q94, platform, Q155972]
[Q3071522, platform, Q1406]
[Q2005546, platform, Q10680]
[Q14838050, platform, Q1406]
[Q609139, platform, Q184198]
[Q842146, platform, Q1406]
[Q24031560, platform, Q5014725]
[Q129000, platform, Q48263]
[Q2323933, platform, Q10680]
[Q3418141, platform, Q1406]
[Q290136, platform, Q184198]
[Q1137949, platform, Q1406]
[Q1371726, platform, Q1406]
[Q1255566, platform, Q10680]
[Q4915184, platform, Q186437]
[Q20814499, platform, Q10676]
[Q2713256, platform, Q10676]
[Q3060763, platform, Q10676]
[Q536833, platform, Q10677]
[Q17264591, platform, Q13361286]
[Q3500405, platform, Q478829]
[Q606894, platform, Q48263]
[Q6898643, platform, Q48263]
[Q1593353, platform, Q10683]
[Q7593, platform, Q16980]
[Q1798154, platform, Q48263]
[Q7530104, platform, Q99775]
[Q518987, platform, Q203992]
[Q2084882, platform, Q184198]
[Q842146, platform, Q1406]
[Q12252310, platform, Q48263]
[Q6125168, platform, Q183259]
[Q3334272, platform, Q10680]
[Q2039766, platform, Q203992]
[Q1469022, platform, Q99775]
[Q238015, platform, Q94]
[Q3494256, platform, Q48263]
[Q785278, platform, Q172742]
[Q4839879, platform, Q1406]
[Q1198491, platform, Q183259]
[Q842146, platform, Q1406]
[Q17452, platform, Q5014725]
[Q535940, platform, Q10677]
[Q49612, platform, Q48263]
[Q16318665, platform, Q1406]
[Q290534, platform, Q48263]
[Q4041863, platform, Q229429]
[Q717733, platform, Q1406]
[Q129000, platform, Q48263]
[Q3180136, platform, Q10676]
[Q1920147, platform, Q100047]
[Q5087859, platform, Q5014725]
[Q219119, platform, Q5014725]
[Q1417303, platform, Q132020]
[Q457231, platform, Q100047]
[Q3416505, platform, Q184198]
[Q3071522, platform, Q1406]
[Q55561, platform, Q23882]
[Q3071522, platform, Q48493]
[Q2039766, platform, Q1057377]
[Q281392, platform, Q170325]
[Q2483051, platform, Q203597]
[Q18940, platform, Q47604]
[Q1804779, platform, Q48493]
[Q1068300, platform, Q183259]
[Q14563775, platform, Q27076301]
[Q1047581, platform, Q183259]
[Q7907586, platform, Q1406]
[Q1016838, platform, Q48263]
[Q7206406, platform, Q94]
[Q6028768, platform, Q5014725]
[Q3434074, platform, Q184839]
[Q535940, platform, Q10677]
[Q2377, platform, Q1406]
[Q16259239, platform, Q188642]
[Q24050047, platform, Q1406]
[Q220665, platform, Q206261]
[Q6125168, platform, Q183259]
[Q1406, platform, Q209860]
[Q593781, platform, Q10676]
[Q2084882, platform, Q184198]
[Q7279677, platform, Q1057377]
[Q816823, platform, Q100047]
[Q1758447, platform, Q184839]
[Q18940, platform, Q47604]
[Q842146, platform, Q1406]
[Q4120944, platform, Q48493]
[Q1144140, platform, Q132020]
[Q1068300, platform, Q183259]
[Q4801139, platform, Q206261]
[Q220665, platform, Q206261]
[Q1047581, platform, Q183259]
[Q787462, platform, Q10676]
[Q2634403, platform, Q183259]
[Q4047305, platform, Q1406]
[Q1068300, platform, Q183259]
[Q7121845, platform, Q48493]
[Q129000, platform, Q48263]
[Q7341081, platform, Q10677]
[Q5294700, platform, Q10677]
[Q3526054, platform, Q10677]
[Q3434071, platform, Q10677]
[Q7565689, platform, Q10677]
[Q1200546, platform, Q1406]
[Q4041863, platform, Q229429]
[Q16267745, platform, Q13361286]
[Q572117, platform, Q99775]
[Q55561, platform, Q23882]
[Q3180136, platform, Q10676]
[Q2552029, platform, Q8079]
[Q333367, platform, Q5014725]
[Q22019745, platform, Q203597]
[Q5689598, platform, Q10680]
[Q3020592, platform, Q188642]
[Q1198491, platform, Q183259]
[Q4038731, platform, Q10680]
[Q1417303, platform, Q132020]
[Q7450800, platform, Q132020]
[Q747836, platform, Q48263]
[Q1804779, platform, Q1406]
[Q1798154, platform, Q10680]
[Q8031767, platform, Q1057377]
[Q3772551, platform, Q48263]
[Q1920147, platform, Q100047]
[Q1280809, platform, Q10683]
[Q1982922, platform, Q170323]
[Q6203479, platform, Q10683]
[Q29045915, platform, Q5014725]
[Q3284373, platform, Q206261]
[Q1170309, platform, Q10677]
[Q479882, platform, Q390389]
[Q6738611, platform, Q10683]
[Q457231, platform, Q100047]
[Q3868510, platform, Q48263]
[Q3060763, platform, Q10676]
[Q20720725, platform, Q1406]
[Q4830546, platform, Q5014725]
[Q654354, platform, Q184198]
[Q20035425, platform, Q10683]
[Q3154085, platform, Q1406]
[Q842146, platform, Q1406]
[Q580202, platform, Q1406]
[Q842146, platform, Q1406]
[Q10863609, platform, Q1406]
[Q7565689, platform, Q10677]
[Q36728066, platform, Q19610114]
[Q1061937, platform, Q183259]
[Q2741636, platform, Q164651]
[Q3418141, platform, Q1406]
[Q237484, platform, Q1406]
[Q2039766, platform, Q1057377]
[Q4044419, platform, Q1406]
[Q880202, platform, Q100047]
[Q923826, platform, Q172742]
[Q2377, platform, Q1406]
[Q1129775, platform, Q10680]
[Q923826, platform, Q172742]
[Q16318665, platform, Q48263]
[Q16267745, platform, Q1406]
[Q2543862, platform, Q48263]
[Q2377, platform, Q1406]
[Q806598, platform, Q184839]
[Q3334200, platform, Q200912]
[Q1137949, platform, Q1406]
[Q2135136, platform, Q203992]
[Q606894, platform, Q10683]
[Q16259711, platform, Q10677]
[Q335946, platform, Q627302]
[Q7565689, platform, Q10677]
[Q5134826, platform, Q94]
[Q1920147, platform, Q100047]
[Q129000, platform, Q184839]
[Q1574304, platform, Q1406]
[Q4051399, platform, Q1406]
[Q2039766, platform, Q1057377]
[Q606894, platform, Q188808]
[Q2035718, platform, Q192851]
[Q5102494, platform, Q5014725]
[Q842259, platform, Q48263]
[Q192324, platform, Q14116]
[Q162751, platform, Q1406]
[Q3569964, platform, Q172742]
[Q1371495, platform, Q1406]
[Q28224681, platform, Q48493]
[Q842146, platform, Q1406]
[Q4020483, platform, Q10680]
[Q593781, platform, Q10676]
[Q6125168, platform, Q183259]
[Q236821, platform, Q10677]
[Q22662585, platform, Q48493]
[Q7121845, platform, Q48493]
[Q6410942, platform, Q10680]
[Q2552029, platform, Q8079]
[Q849328, platform, Q478829]
[Q4051399, platform, Q1406]
[Q1399967, platform, Q1406]
[Q577926, platform, Q10676]
[Q17048664, platform, Q1406]
[Q2634403, platform, Q183259]
[Q20814499, platform, Q10676]
[Q26966327, platform, Q14116]
[Q1047581, platform, Q183259]
[Q513867, platform, Q1406]
[Q2546103, platform, Q10683]
[Q2035718, platform, Q192851]
[Q3416505, platform, Q184198]
[Q4881543, platform, Q10683]
[Q3575187, platform, Q10683]
[Q2411285, platform, Q100047]
[Q22019709, platform, Q1406]
[Q20814499, platform, Q10676]
[Q476604, platform, Q698]
[Q634393, platform, Q188808]
[Q2358082, platform, Q1282269]
[Q787462, platform, Q10676]
[Q94460, platform, Q1406]
[Q5234956, platform, Q172742]
[Q2067185, platform, Q48493]
[Q1280809, platform, Q10683]
[Q14838050, platform, Q5014725]
[Q505245, platform, Q99775]
[Q94, platform, Q155972]
[Q4915184, platform, Q186437]
[Q3120896, platform, Q188642]
[Q17509895, platform, Q48493]
[Q7907586, platform, Q1406]
[Q609139, platform, Q184198]
[Q2686690, platform, Q1061441]
[Q1658068, platform, Q184198]
[Q2504270, platform, Q48493]
[Q16251493, platform, Q192851]
[Q647249, platform, Q186437]
[Q2713256, platform, Q10676]
[Q602642, platform, Q188642]
[Q129000, platform, Q184839]
[Q26966327, platform, Q14116]
[Q2201064, platform, Q184198]
[Q8031767, platform, Q1057377]
[Q7856907, platform, Q206261]
[Q18216038, platform, Q48493]
[Q28234671, platform, Q19610114]
[Q953242, platform, Q48263]
[Q290136, platform, Q10680]
[Q149106, platform, Q1406]
[Q5087859, platform, Q5014725]
[Q3036624, platform, Q48263]
[Q572117, platform, Q99775]
[Q3416505, platform, Q184198]
[Q2589426, platform, Q206261]
[Q203310, platform, Q1406]
[Q94, platform, Q155972]
[Q22662585, platform, Q94]
[Q3176904, platform, Q183259]
[Q16259239, platform, Q188642]
[Q1047581, platform, Q183259]
[Q457231, platform, Q100047]
[Q25991770, platform, Q19610114]
[Q7907586, platform, Q1406]
[Q22019746, platform, Q48493]
[Q608954, platform, Q10683]
[Q116578, platform, Q10680]
[Q578147, platform, Q10680]
[Q2340125, platform, Q5014725]
[Q22019709, platform, Q1406]
[Q650498, platform, Q10683]
[Q5087859, platform, Q5014725]
[Q1144140, platform, Q132020]
[Q3321552, platform, Q186437]
[Q129000, platform, Q48263]
[Q13474470, platform, Q1406]
[Q2708254, platform, Q170323]
[Q2289666, platform, Q10680]
[Q290136, platform, Q184198]
[Q1758447, platform, Q184839]
[Q281392, platform, Q170325]
[Q1804779, platform, Q1406]
[Q2441079, platform, Q2739670]
[Q1137949, platform, Q1406]
[Q286205, platform, Q10677]
[Q4041863, platform, Q10677]
[Q3060763, platform, Q10676]
[Q1068300, platform, Q183259]
[Q7565689, platform, Q10677]
[Q6738126, platform, Q48263]
[Q577926, platform, Q10676]
[Q132305, movement, Q177725]
[Q15975673, movement, Q939103]
[Q76357, movement, Q151843]
[Q6775370, movement, Q1513688]
[Q508524, movement, Q184814]
[Q312952, movement, Q171764]
[Q15975673, movement, Q939103]
[Q1557569, movement, Q134147]
[Q157321, movement, Q42934]
[Q6711, movement, Q213457]
[Q651376, movement, Q695830]
[Q128126, movement, Q179168]
[Q188093, movement, Q829895]
[Q6775370, movement, Q1513688]
[Q651376, movement, Q695830]
[Q132305, movement, Q177725]
[Q157321, movement, Q42934]
[Q711903, movement, Q42934]
[Q184212, movement, Q37068]
[Q76357, movement, Q151843]
[Q61071, movement, Q124354]
[Q132305, movement, Q177725]
[Q33978, movement, Q519443]
[Q334983, movement, Q2349325]
[Q171128, movement, Q15141204]
[Q178040, movement, Q843393]
[Q2120917, movement, Q829895]
[Q76510, movement, Q483024]
[Q1291901, movement, Q3032335]
[Q178040, movement, Q843393]
[Q171128, movement, Q15141204]
[Q547470, movement, Q603529]
[Q1291901, movement, Q3032335]
[Q171128, movement, Q15141204]
[Q651376, movement, Q695830]
[Q711903, movement, Q42934]
[Q6775370, movement, Q1513688]
[Q737600, movement, Q664910]
[Q264453, movement, Q166593]
[Q28931, movement, Q252801]
[Q391608, movement, Q943853]
[Q235069, movement, Q624477]
[Q157321, movement, Q42934]
[Q171128, movement, Q15141204]
[Q152793, movement, Q212611]
[Q215461, movement, Q177725]
[Q711903, movement, Q42934]
[Q33978, movement, Q519443]
[Q235069, movement, Q624477]
[Q2580100, movement, Q943853]
[Q178040, movement, Q843393]
[Q152793, movement, Q212611]
[Q188093, movement, Q829895]
[Q651376, movement, Q695830]
[Q1291901, movement, Q3032335]
[Q12718, movement, Q131015]
[Q178040, movement, Q843393]
[Q3874273, movement, Q829895]
[Q132305, movement, Q177725]
[Q6775370, movement, Q1513688]
[Q366212, movement, Q943853]
[Q188093, movement, Q829895]
[Q61071, movement, Q124354]
[Q1291901, movement, Q3032335]
[Q5582, movement, Q80113]
[Q184212, movement, Q37068]
[Q1291901, movement, Q3032335]
[Q128126, movement, Q179168]
[Q61071, movement, Q124354]
[Q711903, movement, Q42934]
[Q188093, movement, Q829895]
[Q6775370, movement, Q1513688]
[Q235069, movement, Q624477]
[Q157321, movement, Q42934]
[Q184212, movement, Q37068]
[Q2580100, movement, Q943853]
[Q184212, movement, Q37068]
[Q2580100, movement, Q943853]
[Q5571, movement, Q1474884]
[Q61071, movement, Q124354]
[Q132305, movement, Q177725]
[Q232972, movement, Q519443]
[Q711903, movement, Q42934]
[Q128126, movement, Q179168]
[Q28931, movement, Q252801]
[Q1291901, movement, Q3032335]
[Q2120917, movement, Q829895]
[Q366212, movement, Q943853]
[Q990589, movement, Q1350056]
[Q61071, movement, Q124354]
[Q6775370, movement, Q1513688]
[Q128126, movement, Q179168]
[Q152793, movement, Q212611]
[Q2120917, movement, Q829895]
[Q184212, movement, Q37068]
[Q547470, movement, Q603529]
[Q61071, movement, Q124354]
[Q6775370, movement, Q1513688]
[Q22908983, movement, Q829895]
[Q547470, movement, Q603529]
[Q5582, movement, Q80113]
[Q5603, movement, Q134147]
[Q232972, movement, Q519443]
[Q264453, movement, Q166593]
[Q28931, movement, Q252801]
[Q33978, movement, Q519443]
[Q47667, movement, Q852377]
[Q6711, movement, Q213457]
[Q540427, movement, Q603529]
[Q508524, movement, Q184814]
[Q272566, movement, Q34636]
[Q1557569, movement, Q134147]
[Q737600, movement, Q664910]
[Q391608, movement, Q943853]
[Q5603, movement, Q134147]
[Q5603, movement, Q134147]
[Q6711, movement, Q213457]
[Q508524, movement, Q184814]
[Q7109836, movement, Q5898564]
[Q61071, movement, Q124354]
[Q33978, movement, Q519443]
[Q178040, movement, Q843393]
[Q366212, movement, Q943853]
[Q6775370, movement, Q1513688]
[Q152793, movement, Q212611]
[Q6775370, movement, Q1513688]
[Q184212, movement, Q37068]
[Q12718, movement, Q131015]
[Q12718, movement, Q131015]
[Q157321, movement, Q42934]
[Q272566, movement, Q34636]
[Q76357, movement, Q151843]
[Q12718, movement, Q131015]
[Q188093, movement, Q829895]
[Q33978, movement, Q519443]
[Q171128, movement, Q15141204]
[Q215461, movement, Q177725]
[Q152793, movement, Q212611]
[Q232972, movement, Q519443]
[Q215461, movement, Q177725]
[Q188093, movement, Q829895]
[Q990589, movement, Q1350056]
[Q47667, movement, Q852377]
[Q540427, movement, Q603529]
[Q178040, movement, Q843393]
[Q235069, movement, Q624477]
[Q76510, movement, Q483024]
[Q6775370, movement, Q1513688]
[Q33978, movement, Q519443]
[Q171128, movement, Q15141204]
[Q6711, movement, Q213457]
[Q47667, movement, Q852377]
[Q5571, movement, Q1474884]
[Q4711340, movement, Q11811815]
[Q33978, movement, Q519443]
[Q12718, movement, Q131015]
[Q350517, movement, Q1132537]
[Q5582, movement, Q80113]
[Q171128, movement, Q15141204]
[Q171128, movement, Q15141204]
[Q4983938, position played on team / speciality, Q622747]
[Q20641153, position played on team / speciality, Q336286]
[Q519251, position played on team / speciality, Q1143358]
[Q16090940, position played on team / speciality, Q6037916]
[Q20652410, position played on team / speciality, Q222052]
[Q193052, position played on team / speciality, Q222052]
[Q193052, position played on team / speciality, Q222052]
[Q16090940, position played on team / speciality, Q6037916]
[Q16090940, position played on team / speciality, Q6037916]
[Q3453949, position played on team / speciality, Q1368195]
[Q5525114, position played on team / speciality, Q1368170]
[Q10512869, position played on team / speciality, Q201330]
[Q193052, position played on team / speciality, Q222052]
[Q3219684, position played on team / speciality, Q336286]
[Q3299503, position played on team / speciality, Q201330]
[Q10512869, position played on team / speciality, Q201330]
[Q519251, position played on team / speciality, Q1143358]
[Q11634766, position played on team / speciality, Q336286]
[Q5525114, position played on team / speciality, Q1368170]
[Q3299503, position played on team / speciality, Q201330]
[Q7612398, position played on team / speciality, Q622747]
[Q3194742, position played on team / speciality, Q1326154]
[Q6377894, position played on team / speciality, Q2304909]
[Q16090940, position played on team / speciality, Q6037916]
[Q21005240, position played on team / speciality, Q1153176]
[Q20652410, position played on team / speciality, Q222052]
[Q519251, position played on team / speciality, Q1143358]
[Q4931947, position played on team / speciality, Q903354]
[Q5525114, position played on team / speciality, Q1368170]
[Q519251, position played on team / speciality, Q1143358]
[Q3453949, position played on team / speciality, Q1368195]
[Q6377894, position played on team / speciality, Q2304909]
[Q10512869, position played on team / speciality, Q201330]
[Q3299503, position played on team / speciality, Q201330]
[Q16090940, position played on team / speciality, Q6037916]
[Q4935480, position played on team / speciality, Q912985]
[Q4931947, position played on team / speciality, Q903354]
[Q15845294, position played on team / speciality, Q336286]
[Q3194742, position played on team / speciality, Q1326154]
[Q5525114, position played on team / speciality, Q1368170]
[Q4931947, position played on team / speciality, Q903354]
[Q4935413, position played on team / speciality, Q622747]
[Q6147196, position played on team / speciality, Q1153176]
[Q4935480, position played on team / speciality, Q912985]
[Q3194742, position played on team / speciality, Q1326154]
[Q2334039, position played on team / speciality, Q912985]
[Q4931947, position played on team / speciality, Q903354]
[Q16090940, position played on team / speciality, Q6037916]
[Q15845294, position played on team / speciality, Q336286]
[Q479818, follows, Q161947]
[Q1415140, follows, Q4642659]
[Q1172677, follows, Q13633597]
[Q774682, follows, Q527751]
[Q3490815, follows, Q391925]
[Q1172677, follows, Q13633597]
[Q1415140, follows, Q4642659]
[Q1415140, follows, Q4642659]
[Q1415140, follows, Q4642659]
[Q420045, follows, Q390613]
[Q3490815, follows, Q391925]
[Q1172677, follows, Q13633597]
[Q1415140, follows, Q4642659]
[Q1415140, follows, Q4642659]
[Q634457, follows, Q3327040]
[Q1172677, follows, Q13633597]
[Q1415140, follows, Q4642659]
[Q1415140, follows, Q4642659]
[Q1415140, follows, Q4642659]
[Q3490815, follows, Q391925]
[Q9554, residence, Q484870]
[Q28935088, residence, Q62]
[Q9215, residence, Q84]
[Q218186, residence, Q48189]
[Q171344, residence, Q84]
[Q19803475, residence, Q334]
[Q4723313, residence, Q60]
[Q158840, residence, Q12996]
[Q937, residence, Q183]
[Q208426, residence, Q218562]
[Q130586, residence, Q84]
[Q1997439, residence, Q2658343]
[Q91, residence, Q1204]
[Q91, residence, Q1603]
[Q11866207, residence, Q47048]
[Q9554, residence, Q484870]
[Q16734632, residence, Q103565]
[Q9215, residence, Q84]
[Q5979036, residence, Q30]
[Q107190, residence, Q822607]
[Q11571, residence, Q2807]
[Q6916664, residence, Q178283]
[Q6916664, residence, Q178283]
[Q9061, residence, Q3138]
[Q3595159, residence, Q209698]
[Q91, residence, Q1204]
[Q4307791, residence, Q5196]
[Q100517, residence, Q559931]
[Q9554, residence, Q6837]
[Q76, residence, Q60]
[Q21177550, residence, Q8007718]
[Q321394, residence, Q767186]
[Q6270633, residence, Q3206]
[Q6525593, residence, Q3058160]
[Q11378, residence, Q229107]
[Q130586, residence, Q84]
[Q10648, residence, Q169101]
[Q312545, residence, Q268873]
[Q937, residence, Q183]
[Q16200261, residence, Q84]
[Q33923, residence, Q200441]
[Q5580, residence, Q2090]
[Q208426, residence, Q218562]
[Q9554, residence, Q6837]
[Q9215, residence, Q84]
[Q6916664, residence, Q178283]
[Q1317, residence, Q843]
[Q79759, residence, Q1170470]
[Q1317, residence, Q843]
[Q1203, residence, Q24826]
[Q19955709, residence, Q60]
[Q6437958, residence, Q47034]
[Q7542, residence, Q36091]
[Q9554, residence, Q6837]
[Q8573, residence, Q62]
[Q1317, residence, Q843]
[Q3090476, residence, Q487999]
[Q1034284, residence, Q1785891]
[Q2758864, residence, Q1348]
[Q855, residence, Q155243]
[Q16191471, residence, Q485172]
[Q41872655, residence, Q6106]
[Q855, residence, Q155243]
[Q440782, residence, Q910495]
[Q6150145, residence, Q47034]
[Q171344, residence, Q84]
[Q9554, residence, Q502926]
[Q9554, residence, Q484870]
[Q23530, residence, Q649]
[Q6777232, residence, Q200237]
[Q3595159, residence, Q209698]
[Q91, residence, Q1603]
[Q5580, residence, Q2090]
[Q3350320, residence, Q213]
[Q22566798, residence, Q60]
[Q34670, residence, Q3561]
[Q367165, residence, Q1211]
[Q16191471, residence, Q485172]
[Q91, residence, Q1204]
[Q9061, residence, Q3138]
[Q435501, residence, Q2759]
[Q91, residence, Q1603]
[Q107190, residence, Q822607]
[Q1855981, residence, Q173500]
[Q9061, residence, Q3138]
[Q55004, residence, Q487070]
[Q6916664, residence, Q178283]
[Q9215, residence, Q84]
[Q6916664, residence, Q178283]
[Q9554, residence, Q6837]
[Q1067, residence, Q2044]
[Q3107146, residence, Q6247]
[Q34105, residence, Q85]
[Q1893889, residence, Q15180]
[Q19880665, residence, Q2618607]
[Q9535, residence, Q1156]
[Q180453, residence, Q1509]
[Q1317, residence, Q889]
[Q1317, residence, Q843]
[Q9554, residence, Q6837]
[Q11571, residence, Q2807]
[Q937, residence, Q183]
[Q4653, residence, Q1992196]
[Q298063, residence, Q3711]
[Q4821951, residence, Q4968424]
[Q33923, residence, Q200441]
[Q432552, residence, Q2404798]
[Q268675, residence, Q3769]
[Q8573, residence, Q62]
[Q9554, residence, Q7070]
[Q432552, residence, Q2404798]
[Q1067, residence, Q2044]
[Q937, residence, Q1726]
[Q155985, residence, Q1400]
[Q9061, residence, Q3138]
[Q855, residence, Q1020157]
[Q34105, residence, Q85]
[Q44481, residence, Q467132]
[Q23847129, residence, Q2145]
[Q6916664, residence, Q178283]
[Q6777232, residence, Q200237]
[Q440782, residence, Q910495]
[Q6916664, residence, Q178283]
[Q91, residence, Q1204]
[Q1034284, residence, Q1785891]
[Q34670, residence, Q3561]
